Код,Дія,Лист,Виробник,Назва (прайс),Фасовка,Діюча речовина,Норма,Категорія slug,Категорія UA,Ціна з ПДВ,Без ПДВ,Готівка ×1.10,Валюта,Slug (наш),Назва (наша),Фасовка (наша),Tier,№ рядка
3178,new-packaging,"Нертус","Нертус","Контадор Макси, ТН","1 л","імідаклоприд, 600 г/л","",insektitsydy,"Інсектицид",20.33,16.94,18.63,USD,"kontador-maksy-tn-nertus","Контадор Макси, ТН","5 л",econom,93
3179,new-packaging,"Нертус","Нертус","Кайзер","1 л","тіаметоксам, 350г/л","",insektitsydy,"Інсектицид",13.74,11.45,12.6,USD,"kaizer-nertus","Кайзер","5 л",econom,95
3180,new-sku,"PEST.UA","PEST.UA","Полкар, ВП","пакет 0,5-1 кг","ацетаміприд, 200 г/кг","0,1 - 0,15",insektitsydy,"Інсектицид",9.11,7.59,8.35,USD,"","","",,21
3181,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Клондайк, ТН","4*5л.","тіаметоксам, 350 г/л","",insektitsydy,"Інсектицид",12.11,10.09,11.1,USD,"klondaik-tn-alfa-smart-agro","Клондайк, ТН","5 л",premium,7
3182,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Командор Екстра, ТН","4*5л.","імідаклоприд, 600 г/л","0,2-12,0л/т",insektitsydy,"Інсектицид",22.01,18.34,20.17,USD,"komandor-ekstra-tn-alfa-smart-agro","Командор Екстра, ТН","5 л",premium,9
3183,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Командор Гранд, ТН","4*5л.","імідаклоприд, 500г/л+альфа-циперметрин, 50 г/л","0,3-10,0л/т",insektitsydy,"Інсектицид",24.19,20.16,22.18,USD,"komandor-hrand-tn-alfa-smart-agro","Командор Гранд, ТН","5 л",premium,10
3184,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Актуал, КЕ","5л.","піриміфос-метил, 500 г/л","",insektitsydy,"Інсектицид",34.6,28.83,31.71,USD,"aktual-ke-alfa-smart-agro","Актуал, КЕ","5 л",premium,75
3185,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Амбір, СК","1л.","лямбда-цигалатрин, 300 г/л","",insektitsydy,"Інсектицид",33.66,28.05,30.86,USD,"ambir-sk-alfa-smart-agro","Амбір, СК","1 л",premium,76
3186,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Арданіс, СК","5л.","клотіанідін, 250г/л + бета-цифлутрин, 50 г/л","",insektitsydy,"Інсектицид",19.01,15.84,17.42,USD,"ardanis-sk-alfa-smart-agro","Арданіс, СК","5 л",premium,77
3187,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Віарес, КС","1л.","ацетаміприд, 300 г/л","0,06-0,3",insektitsydy,"Інсектицид",15.41,12.84,14.12,USD,"viares-ks-alfa-smart-agro","Віарес, КС","1 л",premium,78
3188,new-sku,"АХТ","АХТ","Асистент Максі","банка 1кг","Ацетаміприд, 400 г/кг","0,04-0,2",insektitsydy,"Інсектицид",20.83,17.36,19.1,USD,"","","",,28
3189,new-sku,"АХТ","АХТ","Атрікс Максі","5 л","Альфа-циперметрин, 400 г/л","0,1-0,25",insektitsydy,"Інсектицид",19.36,16.13,17.74,USD,"","","",,29
3190,new-sku,"АХТ","АХТ","Еміприд Про","5 л","ацетаміприд, 60 г/кг + емамектин бензоат, 40 г/кг+ біфентрин, 30 г/л","0,15-0,25",insektitsydy,"Інсектицид",18.36,15.3,16.83,USD,"","","",,30
3191,new-sku,"АХТ","АХТ","Канонір Дуо","1 л","Імідаклоприд, 300 г/л + лямбда-цигалотрин, 100 г/л","0,05-0,15",insektitsydy,"Інсектицид",15.05,12.54,13.79,USD,"","","",,31
3192,new-sku,"АХТ","АХТ","Канонір Дуо","5 л","Імідаклоприд, 300 г/л + лямбда-цигалотрин, 100 г/л","0,05-0,15",insektitsydy,"Інсектицид",14.38,11.98,13.18,USD,"","","",,32
3193,new-sku,"АХТ","АХТ","Лаготрин","1 л","лямбда-цигалотрин, 250 г/л","0,025-0,085",insektitsydy,"Інсектицид",29.08,24.23,26.65,USD,"","","",,33
3194,new-sku,"АХТ","АХТ","Піризокс","1 кг","гекситіазокс, 140 г/кг
піридабен, 300 г/кг","0,3-0,5",insektitsydy,"Інсектицид",45.31,37.76,41.54,USD,"","","",,34
3195,new-sku,"АХТ","АХТ","Тіаклотрин-М","5 л","тіаметоксам 200 г/л, клотіанідин 50 г/л, бета-цифлутрин 50 г/л","0,1-0,25",insektitsydy,"Інсектицид",17.63,14.69,16.16,USD,"","","",,35
3196,new-sku,"АХТ","АХТ","Фосорган Дуо","5 л","Хлорпірифос, 500 г/л + циперметрин, 50 г/л","0,5-1,5",insektitsydy,"Інсектицид",8.28,6.9,7.59,USD,"","","",,36
3197,new-sku,"АХТ","АХТ","Канонір Ультра","5 л","Імідаклоприд, 600 г/л","0,3-9,0",insektitsydy,"Інсектицид",21.48,17.9,19.69,USD,"","","",,51
3198,new-sku,"АХТ","АХТ","Тіатрин","5 л","тіаметоксам 500 г / л +
бета-цифлутрин 50 г / л","0,3-7,0",insektitsydy,"Інсектицид",24.54,20.45,22.5,USD,"","","",,53
3199,new-packaging,"Укравіт","Укравіт","АЦ Люкс Ліквід, ЗП","1 л","Ацетаміприд, 200 г/кг","",insektitsydy,"Інсектицид",12.08,10.06,11.07,USD,"ats-lyuks-likvid-zp-ukravit","АЦ Люкс Ліквід, ЗП","5 л",premium,60
3200,new-packaging,"Укравіт","Укравіт","Туріл, ВГ","2.5 л","Емамектин бензоат, 100 г/кг","",insektitsydy,"Інсектицид",49.45,41.21,45.33,USD,"turil-vh-ukravit","Туріл, ВГ","0.5 л",premium,71
3201,new-packaging,"Укравіт","Укравіт","Хлорпірівіт-агро, КЕ","5 л","Хлорпірифос, 500 г/л + циперметрин, 50 г/л","",insektitsydy,"Інсектицид",11.39,9.49,10.44,USD,"khlorpirivit-ahro-ke-ukravit","Хлорпірівіт-агро, КЕ","10;20",premium,74
3202,new-sku,"Грін Експрес","Грін Експрес","Альфазол","5 л","імідаклоприд 200 г/л","0,2-0,3 л/га",insektitsydy,"Інсектицид",11.35,9.46,10.41,USD,"","","",,3
3203,new-sku,"Грін Експрес","Грін Експрес","Ацетам","1 кг","ацетаміприд 400 г/л","1,2-1,6 л/га",insektitsydy,"Інсектицид",15.38,12.82,14.1,USD,"","","",,6
3204,new-sku,"Грін Експрес","Грін Експрес","Вайпер","5 л","клотіанід 600г/л конц-т","3,5-4,5 л/т",insektitsydy,"Інсектицид",29.35,24.46,26.91,USD,"","","",,10
3205,new-sku,"Грін Експрес","Грін Експрес","Каратель","5 л","лямбда-цигалотрин 50 г/л","0,1-0,8 л/га",insektitsydy,"Інсектицид",7.86,6.55,7.21,USD,"","","",,34
3206,new-sku,"Грін Експрес","Грін Експрес","Каратель плюс","5 л","біфентрин 100 г/л","0,1-0,8 л/га",insektitsydy,"Інсектицид",18.86,15.72,17.29,USD,"","","",,35
3207,new-sku,"Грін Експрес","Грін Експрес","Команч","1 кг","імідаклоприд 700 г/кг","0,5-28 кг/1т",insektitsydy,"Інсектицид",32.83,27.36,30.1,USD,"","","",,36
3208,new-sku,"Грін Експрес","Грін Експрес","Префект","5 л","гекситіазокс 100г/л","0,3-0,6 л/га",insektitsydy,"Інсектицид",35.63,29.69,32.66,USD,"","","",,51
3209,new-sku,"Грін Експрес","Грін Експрес","Спірос","5 л","спіротетрамат 240 г/л","0,3-0,5 л/га",insektitsydy,"Інсектицид",49.25,41.04,45.14,USD,"","","",,55
3210,new-sku,"Грін Експрес","Грін Експрес","Тіапрід","1 л","тіаклоприд 480 г/л","0,1-0,2 л/га",insektitsydy,"Інсектицид",42.96,35.8,39.38,USD,"","","",,62
4025,existing,"Нертус","Нертус","Бакаш, ТН","5 л","дифеноконазол, 50 г/л, імазаліл, 50г/л, азоксистробін, 20г/л, тіаметоксам, 250 г/л","",protruyniky,"Протруйник",28.95,24.13,26.54,USD,"bakash-tn-nertus","Бакаш, ТН","5 л",econom,91
4027,existing,"Нопосон","Нопосон","БРИГІД","5 л","Тіаметоксам, 150 г/л +тебуконазол, 50 г/л +Азоксистробін 50 г/л","0,4-0,8 л/т",protruyniky,"Протруйник",25.83,21.53,23.68,USD,"bryhid-noposon","БРИГІД","5 л",econom,28
4049,existing,"Укравіт","Укравіт","Баріон,ЕН","5 л","Флудиоксоніл, 25г/л +протіоконазол, 25г/л + флуопірам, 7,5г/л + тіаметоксам, 150г/л","",protruyniky,"Протруйник",23,19.17,21.09,USD,"barion-en-ukravit","Баріон,ЕН","5 л",premium,120
4050,existing,"Укравіт","Укравіт","Паскаль, ТН","5 л","Флудиоксаніл, 50 г/л. + тебуконазол, 30 г/л. +азоксистробін, 20 г/л., + тіаметоксам, 250 г/д.","",protruyniky,"Протруйник",34.5,28.75,31.63,USD,"paskal-tn-ukravit","Паскаль, ТН","5 л",premium,126
4054,existing,"Himagro","Himagro","БІМАКС, ТН","5 л","тіаметоксам, 250 г/л + тебуконазол, 30 г/л","0,8-1,0",protruyniky,"Протруйник",16.1,13.42,14.76,USD,"bimaks-tn-himagro","БІМАКС, ТН","5 л",econom,183
4057,existing,"Himagro","Himagro","НОМІНАЛ УЛЬТРА, ТН","10 л","тіаметоксам, 350 г/л","4,0-10,0",protruyniky,"Протруйник",12.08,10.06,11.07,USD,"nominal-ultra-tn-himagro","НОМІНАЛ УЛЬТРА, ТН","10 л",econom,186
4058,existing,"Himagro","Himagro","СИДГАРД, ТН","5 л","флудіоксоніл, 25г/л","1,5-2,0",protruyniky,"Протруйник",18.17,15.14,16.65,USD,"sydhard-tn-himagro","СИДГАРД, ТН","5 л",econom,189
4059,existing,"Himagro","Himagro","ТЕБУЗАН УЛЬТРА, ТН","1 л","тебуконазол 120 г/л","0.2",protruyniky,"Протруйник",10.35,8.63,9.49,USD,"tebuzan-ultra-tn-himagro","ТЕБУЗАН УЛЬТРА, ТН","1 л",econom,192
4060,existing,"Himagro","Himagro","ТІАБЕН Т, ТН","5 л","тритіконазол,80 г/л;тіабендазол 80 г/л, Мікроелементи:В 3,0 г/л, Zn 5,0 г/л","0,4-0,5",protruyniky,"Протруйник",29.56,24.63,27.09,USD,"tiaben-t-tn-himagro","ТІАБЕН Т, ТН","5 л",econom,193
4061,existing,"Himagro","Himagro","ТРІОЛАН, ТН","5 л","тіаметоксам 175 г/л + тритіконазол 40 г/л +
 прохлораз 120 г/л","0,8-1,0",protruyniky,"Протруйник",27.6,23,25.3,USD,"triolan-tn-himagro","ТРІОЛАН, ТН","5 л",econom,181
4067,new-sku,"Himagro","Himagro","Бактолайв актив соіл","7.5 кг","","",protruyniky,"Протруйник",16.1,13.42,14.76,USD,"","","",,204
5008,existing,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Дикват Форте, РК","10 л","дикват, 300 г/л","1,5-5,1",desykanty,"Десикант",5.52,4.6,5.06,USD,"alfa-dykvat-forte-rk-alfa-smart-agro","Альфа-Дикват Форте, РК","10 л",premium,89
5009,existing,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Дикват, РК","10 л","дикват, 150 г/л","1,5-5,0",desykanty,"Десикант",3.3,2.75,3.03,USD,"alfa-dykvat-rk-alfa-smart-agro","Альфа-Дикват, РК","10 л",premium,88
5010,existing,"Himagro","Himagro","ДИКВАТ, РК","20 л","дикват, 150 г/л","1,5 - 3,0",desykanty,"Десикант",3.68,3.07,3.38,USD,"dykvat-rk-himagro","ДИКВАТ, РК","20 л",econom,97
5011,existing,"Himagro","Himagro","МЕГА ДИКВАТ, РК","20 л","дикват дибромід, 374 г/л","1,0 - 1,5",desykanty,"Десикант",6.1,5.08,5.59,USD,"meha-dykvat-rk-himagro","МЕГА ДИКВАТ, РК","20 л",econom,95
5012,existing,"PEST.UA","PEST.UA","Батман, РК","10 л","дикват,150 г/л","2,0 - 3,0",desykanty,"Десикант",2.78,2.32,2.55,USD,"batman-rk-pest-ua","Батман, РК","10 л",econom,7
5013,new-sku,"Нертус","Нертус","Скорпіон Максі, РК","20 л","дикват дибромід, 480 г/л + дикват іон, 257г/л","",desykanty,"Десикант",7.89,6.58,7.24,USD,"","","",,102
5014,new-sku,"Нертус","Нертус","Скорпіон Форте, РК","20 л","дикват дібромід, 280 г/л","",desykanty,"Десикант",6.6,5.5,6.05,USD,"","","",,103
5015,new-sku,"ALFASMARTAGRO","Alfa Smart Agro","Евадро, РК","10 л","дикват іон, 270 г/л","1,5-5,0",desykanty,"Десикант",7.64,6.37,7.01,USD,"","","",,90
5016,new-sku,"АХТ","АХТ","Регістан ПРО","20 л","дикват (іон), 250 г/л","0,6-1,0",desykanty,"Десикант",7.27,6.06,6.67,USD,"","","",,60
5017,new-sku,"Укравіт","Укравіт","Капкан (принада)","6 л","Бродіфакум, 0,005%","",desykanty,"Десикант",4.6,3.83,4.21,USD,"","","",,144
5018,new-sku,"Укравіт","Укравіт","Захват Ойл, ЕВ","5 л","Адьювант","",desykanty,"Десикант",5.18,4.31,4.74,USD,"","","",,148
5019,new-sku,"Укравіт","Укравіт","Захват Ойл, ЕВ","10 л","Адьювант","",desykanty,"Десикант",4.94,4.12,4.53,USD,"","","",,149
5020,new-sku,"Грін Експрес","Грін Експрес","Суховій Форте","20 л","дикват 374 г/л","1,3-2,0 л/га",desykanty,"Десикант",6.81,5.68,6.25,USD,"","","",,59
6017,existing,"Укравіт","Укравіт","Брілон,РК","20 л","Етефон, 480 г/л","",regulyatory,"Регулятор росту",9.2,7.67,8.44,USD,"brilon-rk-ukravit","Брілон,РК","20 л",premium,141
6018,existing,"Укравіт","Укравіт","Гулівер РК (Берегиня)","20 л","Хлормекват-хлорид, 700 г/л","",regulyatory,"Регулятор росту",5.52,4.6,5.06,USD,"huliver-rk-berehynya-ukravit","Гулівер РК (Берегиня)","20 л",premium,140
6019,existing,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Етафон, РК","5 л","етефон, 480 г/л","0,5-4,0",regulyatory,"Регулятор росту",7.68,6.4,7.04,USD,"alfa-etafon-rk-alfa-smart-agro","Альфа-Етафон, РК","5 л",premium,101
6020,existing,"Himagro","Himagro","АКУРА","1 л","мепікват-хлорид, 300 г/л","0,7-1,1",regulyatory,"Регулятор росту",12.08,10.06,11.07,USD,"akura-himagro","АКУРА","1 л",econom,214
6021,existing,"Himagro","Himagro","СТОПРОСТ, РК   *","10 л","Хлормекват-хлорид, 750 г/л","1,0 - 2,0",regulyatory,"Регулятор росту",5.75,4.79,5.27,USD,"stoprost-rk-himagro","СТОПРОСТ, РК *","10 л",econom,213
6026,new-sku,"ALFASMARTAGRO","Alfa Smart Agro","Елістер, рідина","5 л","органо-силікон, 100% трисилоксан алкоксилат","",regulyatory,"Регулятор росту",11.88,9.9,10.89,USD,"","","",,96
6027,new-sku,"Himagro","Himagro","СУПЕР ОІЛ, К","5 л","ЖИРИ КИСЛОТИ ТРИГЛІЦИРИДІВ 80% ЕМУЛЬГАТОР ПОЛІЕФІР МОДИФІКОВАНИЙ","0,05 - 0,15 мг/га",regulyatory,"Регулятор росту",18.98,15.81,17.39,USD,"","","",,225
6028,new-sku,"Himagro","Himagro","Акселератор Гідро Бор, ВР","10 л","добриво на остнові хелатів В-11%","1,0 - 3,0",regulyatory,"Регулятор росту",4.03,3.35,3.69,USD,"","","",,236
6029,new-sku,"Himagro","Himagro","Акселератор Молібден, ЗП","1 кг","молібдат аммонію Mo- 54%","0,5-0,8",regulyatory,"Регулятор росту",63.25,52.71,57.98,USD,"","","",,237
6030,new-sku,"Himagro","Himagro","Акселератор ВП               (3-11-38), КП","1 кг","добриво на основі хелатів NPK (3:11:38), MgO – 1,5%, S – 9%, В – 0,15%, Fe – 0,55%, Mn – 0,35%, Zn – 0,17%, Сu – 0,07%, Мо – 0,01%","1,0 - 2,0",regulyatory,"Регулятор росту",40.25,33.54,36.89,USD,"","","",,239
6031,new-sku,"Himagro","Himagro","Амісил","5 л","","40-220мл/100 л",regulyatory,"Регулятор росту",6.9,5.75,6.33,USD,"","","",,242
6032,new-sku,"АХТ","АХТ","Силіон","5 л","трисилоксан (модифікований)100%","",regulyatory,"Регулятор росту",18.8,15.67,17.24,USD,"","","",,58
6033,new-sku,"АХТ","АХТ","Триолат","5 л","Метильовані рослинні олії, 700г/л +трисилоксан, 200г/л","100-200мл/100л води",regulyatory,"Регулятор росту",14.52,12.1,13.31,USD,"","","",,59
6034,new-sku,"АХТ","АХТ","Вітамин Бор","10 кг","Бор 17%","0,6-1,0",regulyatory,"Регулятор росту",4.73,3.94,4.33,USD,"","","",,61
